SITE_ID,LATITUDE,LONGITUDE,MAX_HEIGHT_M,SITE_NAME,STATUS
10014515,-27.472545,153.098374,0.0,"Super Cheap Auto Cannon Hill 1881 Creek Road CANNON HILL",NO_MATCH_MANUAL_CHECK
10014516,-34.05897,150.81687,0.0,"Super Cheap Auto Campbelltown 24 Blaxland Road CAMPBELLTOWN",NO_MATCH_MANUAL_CHECK
10014517,-27.10285,152.94727,0.0,"Super Cheap Auto Caboolture 168-172 Morayfield Road MORAYFIELD",NO_MATCH_MANUAL_CHECK
10014518,-24.881949,152.325374,0.0,"Super Cheap Auto Bundaberg 89 Takalvan Street (Cnr Hampson St) MILLBANK",NO_MATCH_MANUAL_CHECK
10014519,-12.45549,130.96775,0.0,"Super Cheap Auto Berrimah 1 Olive Place HOLTZE",NO_MATCH_MANUAL_CHECK
10014520,-37.535038,143.822503,0.0,"Super Cheap Auto Ballarat 333 Gillies Street N WENDOUREE",NO_MATCH_MANUAL_CHECK
10014521,-23.69602,133.87845,0.0,"Super Cheap Auto Alice Springs 4 Colson Street (off Stuart Hwy) ALICE SPRINGS",NO_MATCH_MANUAL_CHECK
10014522,-36.0752,146.9461,0.0,"Super Cheap Auto Albury 94 Borella Road EAST ALBURY",NO_MATCH_MANUAL_CHECK
10014523,-12.391773,130.85801,0.0,"Super Cheap Auto Darwin Cnr Bagot Road & Fitzgerald Street MILLNER",NO_MATCH_MANUAL_CHECK
10014524,-32.51204,115.74188,0.0,"Super Cheap Auto Mandurah 19 Gordon Road MANDURAH",NO_MATCH_MANUAL_CHECK
10014525,-21.128241,149.159847,0.0,"Super Cheap Auto Mackay 8 Windmill Crossing MOUNT PLEASANT",NO_MATCH_MANUAL_CHECK
10014526,-28.811516,153.287014,0.0,"Super Cheap Auto Lismore 95 Diadem Street LISMORE",NO_MATCH_MANUAL_CHECK
10014527,-41.432956,147.136112,0.0,"Super Cheap Auto Launceston 1-15 St John Street LAUNCESTON",NO_MATCH_MANUAL_CHECK
10014528,-27.93558,153.39242,0.0,"Super Cheap Auto Labrador 138-146 Brisbane Road LABRADOR",NO_MATCH_MANUAL_CHECK
10014529,-31.740817,115.762549,0.0,"Super Cheap Auto Joondalup 162 Winton Road JOONDALUP",NO_MATCH_MANUAL_CHECK
10014530,-37.873897,144.718633,0.0,"Super Cheap Auto Hoppers Crossing 283 Old Geelong Road HOPPERS CROSSING",NO_MATCH_MANUAL_CHECK
10014531,-32.924944,151.760412,0.0,"25 Beresford Street NEWCASTLE WEST",NO_MATCH_MANUAL_CHECK
10014533,-31.89547,115.8719,0.0,"Centro Dianella 366 Grand Promenade DIANELLA",NO_MATCH_MANUAL_CHECK
10014535,-37.768225,145.001683,0.0,"Northcote Plaza Shopping Centre 3 Separation Street Northcote",NO_MATCH_MANUAL_CHECK
10014542,-24.78724,152.2977,0.0,"565 Gooburrum Rd WELCOME CREEK",NO_MATCH_MANUAL_CHECK
10014543,-37.690874,144.997791,0.0,"GPS Electrical Services 5 Lipton Drive Thomastown",NO_MATCH_MANUAL_CHECK
10014545,-37.799941,144.908514,0.0,"Tower Crane 1 8 Hopkins Street Footscray",NO_MATCH_MANUAL_CHECK
10014546,-37.799993,144.909123,0.0,"Tower Crane 2 8 Hopkins Street Footscray",NO_MATCH_MANUAL_CHECK
10014547,-36.737781,144.269444,0.0,"3099_2019_GTM Bendigo 42-72 Holmes RD Bendigo",NO_MATCH_MANUAL_CHECK
10014548,-37.840518,145.010223,0.0,"Aveo Toorak Place 28-30 Jackson Street Toorak",NO_MATCH_MANUAL_CHECK
10014549,-37.919147,145.153166,0.0,"Tower Crane 254-294 Wellington Road  Mulgrave",NO_MATCH_MANUAL_CHECK
10014557,-37.79702,144.98384,0.0,"Tower Crane 221 Kerr St Fitzroy",NO_MATCH_MANUAL_CHECK
10014565,-33.736884,150.877631,0.0,"240 Quakers Road Quakers Hill",NO_MATCH_MANUAL_CHECK
10014568,-37.645732,145.020729,0.0,"60 Miller Street Epping",NO_MATCH_MANUAL_CHECK
10014569,-37.855481,145.019423,0.0,"926 High St ARMADALE",NO_MATCH_MANUAL_CHECK
10014570,-37.877769,145.040527,0.0,"Administration  Building Station Street Caulfield East",NO_MATCH_MANUAL_CHECK
10014571,-33.817491,151.193655,0.0,"NSW22149 (Road reserve) Ella Street",NO_MATCH_MANUAL_CHECK
10014575,-33.885662,151.198724,0.0,"NSW20663 (Road reserve) 48-54 Abercrombie Street",NO_MATCH_MANUAL_CHECK
10014578,-33.877674,151.220604,0.0,"NSW20083 Power Pole No: SY89516 on Road Verge",NO_MATCH_MANUAL_CHECK
10014583,-33.960506,151.107619,0.0,"NSW22677 (Road reserve) 38 Romani Avenue",NO_MATCH_MANUAL_CHECK
10014597,-33.895776,151.203392,0.0,"NSW20655 Power Pole No: SY03541 on Road Verge",NO_MATCH_MANUAL_CHECK
10014600,-35.277478,149.131906,0.0,"1 Genge St Canberra",NO_MATCH_MANUAL_CHECK
10014603,-33.602992,150.822063,0.0,"Windsor Bridge Bridge St Freemans Reach",NO_MATCH_MANUAL_CHECK
10014604,-17.409007,122.528931,0.0,"CBRS repeater",NO_MATCH_MANUAL_CHECK
10014607,-32.408447,151.033614,0.0,"Broadcast Mast Workshop  Liddell Mine  Off Old New England Hwy LIDDELL",NO_MATCH_MANUAL_CHECK
10014608,-34.0658,151.0118,0.0,"1081 - 1089 Old Princes Hwy ENGADINE",NO_MATCH_MANUAL_CHECK
10014615,-27.45515,153.0341,0.0,"54 - 58 Alfred St FORTITUDE VALLEY",NO_MATCH_MANUAL_CHECK
10014616,-37.639036,144.943543,0.0,"44 Union Rd Somerton",NO_MATCH_MANUAL_CHECK
10014617,-33.817093,151.006183,0.0,"2 Smith St PARRAMATTA",NO_MATCH_MANUAL_CHECK
10014619,-31.969118,115.966222,0.0,"Westrac DGPS transmitter Reid Road PERTH AIRPORT",NO_MATCH_MANUAL_CHECK
10014620,-27.477323,153.01204,0.0,"TC3 West Village 111 Boundary Street Westend",NO_MATCH_MANUAL_CHECK
10014621,-37.315261,143.03486,0.0,"Cnr Hillside Road East and Western Hwy Dobie",NO_MATCH_MANUAL_CHECK
10014622,-33.7315,151.0796,0.0,"266-268 Pennant Hills Road THORNLEIGH",NO_MATCH_MANUAL_CHECK
10014623,-37.8212,145.177,0.0,"2-6 Market Street NUNAWADING",NO_MATCH_MANUAL_CHECK
10014624,-33.903965,151.189285,0.0,"57 Ashmore St ERSKINEVILLE",NO_MATCH_MANUAL_CHECK
10014628,-33.913664,151.17966,0.0,"MOC5 Cnr of Campbell St and Princes Highway St Peters",NO_MATCH_MANUAL_CHECK
10014631,-33.9086,151.2043,0.0,"TC1  511-515 Botany Rd Zetland",NO_MATCH_MANUAL_CHECK
10014632,-33.90862,151.2034,0.0,"TC2 511-515 Botany Rd Zetland",NO_MATCH_MANUAL_CHECK
10014633,-33.870129,151.209049,0.0,"Fendi Shop 4010/2/188 Pitt St Sydney",NO_MATCH_MANUAL_CHECK
10014634,-37.814481,144.971,0.0,"Fendi Collins St Flagship 85 Collins St Melbourne",NO_MATCH_MANUAL_CHECK
10014635,-37.886296,145.08157,0.0,"Fendi G-0004",NO_MATCH_MANUAL_CHECK
10014636,-33.865536,151.20511,0.0,"26-38 Clarence St SYDNEY",NO_MATCH_MANUAL_CHECK
10014638,-37.884272,145.055989,0.0,"Repeater 1060 Dandenong Road Carnegie",NO_MATCH_MANUAL_CHECK
10014640,-37.79882,144.980933,0.0,"182 Johnston Street Fitzroy",NO_MATCH_MANUAL_CHECK
10014643,-27.50116,152.9867,0.0,"Indooroopilly State High School 111 Ward St INDOOROOPILLY",NO_MATCH_MANUAL_CHECK
10014645,-35.099749,138.486909,0.0,"Power Station cnr Chrysler & Christie Roads LONSDALE",NO_MATCH_MANUAL_CHECK
10014646,-38.144482,144.362324,0.0,"3 Moorabool St Geelong",NO_MATCH_MANUAL_CHECK
10014647,-26.658221,153.048763,0.0,"458 Maroochydore Rd KULIN",NO_MATCH_MANUAL_CHECK
10014650,-37.822357,144.960742,0.0,"Crown Melbourne Shop 45 8 Whiteman Street Southbank",NO_MATCH_MANUAL_CHECK
10014651,-37.665517,144.854771,0.0,"Dnata Catering Building East St Melbourne Airport",NO_MATCH_MANUAL_CHECK
10014652,-41.324909,147.466415,0.0,"Diddeleum Rd Scottsdale",NO_MATCH_MANUAL_CHECK
10014653,-12.055375,141.909427,0.0,"PAALC Site Mapoon Airport Red Beach MAPOON",NO_MATCH_MANUAL_CHECK
10014656,-37.802493,144.939849,0.0,"Gate L4 131 Laurens Street North Melbourne",NO_MATCH_MANUAL_CHECK
10014659,-30.606042,150.148164,0.0,"30m Tower  Coal Mine off Leards Forest Rd BOGGABRI",NO_MATCH_MANUAL_CHECK
10014661,-37.808141,144.961083,0.0,"Tower Crane 99 Franklin St Melbourne",NO_MATCH_MANUAL_CHECK
10014666,-37.899074,145.139049,0.0,"14 Lionel Rd Mount Waverly",NO_MATCH_MANUAL_CHECK
10014671,-37.997986,145.187733,0.0,"ITI(AUST) 68-80 Kirkham Road West KEYSBOROUGH",NO_MATCH_MANUAL_CHECK
10014672,-36.674458,149.845501,0.0,"89 Carp St Bega",NO_MATCH_MANUAL_CHECK
10014673,-37.840485,144.975724,0.0,"TC1 20-22 Queens Rd  Melbourne",NO_MATCH_MANUAL_CHECK
10014674,-37.840684,144.975121,0.0,"TC2 20-22 Queens Rd Melbourne",NO_MATCH_MANUAL_CHECK
10014675,-37.76367,145.172242,0.0,"Tower Crane 5 Red Hill Tce Doncaster",NO_MATCH_MANUAL_CHECK
10014676,-37.765446,144.91859,0.0,"Tower Crane 21 Norwood Cres Moonee Ponds",NO_MATCH_MANUAL_CHECK
10014678,-32.008585,115.767364,0.0,"Construction Crane Iona College Campus 33 Palmerston Street MOSMAN PARK",NO_MATCH_MANUAL_CHECK
10014688,-33.70523,151.09963,0.0,"Uniqlo Westfield Hornsby 236 Pacific Highway HORNSBY",NO_MATCH_MANUAL_CHECK
10014697,-35.291463,149.192241,0.0,"DGPS Site Taxiways Project Runway Northern End Canberra Airport",NO_MATCH_MANUAL_CHECK
10014708,-37.82779,144.990111,0.0,"TC1 60 Cremorne Street Cremorne",NO_MATCH_MANUAL_CHECK
10014709,-37.827042,144.990215,0.0,"TC2 60 Cremorne Street Cremorne",NO_MATCH_MANUAL_CHECK
10014710,-37.94956,144.5687,0.0,"Youth Justice Centre WERRIBEE",NO_MATCH_MANUAL_CHECK
10014711,-32.088443,115.758773,0.0,"70 Bennett Avenue NORTH COOGEE",NO_MATCH_MANUAL_CHECK
10014719,-37.918594,145.153665,0.0,"254-294 Wellington Rd Mulgrave",NO_MATCH_MANUAL_CHECK
10014720,-38.105649,144.351151,0.0,"34-36 Cowie Street North Geelong",NO_MATCH_MANUAL_CHECK
10014723,-29.472503,115.340617,0.0,"20m Mast 1543 Tomkins Road Arrowsmith East",NO_MATCH_MANUAL_CHECK
10014728,-32.92438,151.7584,0.0,"854 Hunter St NEWCASTLE",NO_MATCH_MANUAL_CHECK
10014729,-34.079427,150.507115,0.0,"TRN Base Burragorang Rd OAKDALE",NO_MATCH_MANUAL_CHECK
10014732,-37.825272,145.050274,0.0,"TC1 33-57 Camberwell Rd Hawthorne East",NO_MATCH_MANUAL_CHECK
10014733,-37.825676,145.050746,0.0,"TC2 33-57 Camberwell Rd Hawthorne East",NO_MATCH_MANUAL_CHECK
10014736,-31.741243,115.770649,0.0,"Construction Crane 113 Grand Boulevard JOONDALUP",NO_MATCH_MANUAL_CHECK
10014737,-33.887397,151.201778,0.0,"60 Regent St CHIPPENDALE",NO_MATCH_MANUAL_CHECK
10014740,-37.79764,144.80618,0.0,"Coles Ardeer 136 The Avenue (Cnr Corella Rd) SUNSHINE WEST",NO_MATCH_MANUAL_CHECK
10014745,-34.832155,138.690112,0.0,"Myer 976 North East Road Modbury",NO_MATCH_MANUAL_CHECK
10014752,-27.45051,153.1062,0.0,"286 Queensport Rd MARARRIE",NO_MATCH_MANUAL_CHECK
10014753,-27.4995,153.013611,0.0,"Cooper Rd Saint Lucia",NO_MATCH_MANUAL_CHECK
10014754,-35.015995,138.545445,0.0,"Myer Marion 297 Diagonal Rd Oaklands Park",NO_MATCH_MANUAL_CHECK
10014756,-26.6549,153.0849,0.0,"JB Hi-Fi Maroochydore 154-164 Horton Parade MAROOCHYDORE",NO_MATCH_MANUAL_CHECK
10014759,-34.934328,138.60451,0.0,"Gilles Street Primary School 91 Gilles Street Adelaide",NO_MATCH_MANUAL_CHECK
10014763,-19.1686,125.641467,0.0,"CB Repeater Site Beefwood Station off Christmas Creek Rd 108km S  FITZROY CROSSING",NO_MATCH_MANUAL_CHECK
10014764,-37.878257,145.16571,0.0,"TC1 Sky Garden The Glen  235 Springvale Rd Glen Waverley",NO_MATCH_MANUAL_CHECK
10014765,-37.878238,145.165325,0.0,"TC2 Sky Garden The Glen 235 Springvale Rd Glen Waverley",NO_MATCH_MANUAL_CHECK
10014766,-37.878253,145.165534,0.0,"Sky Garden The Glen 235 Springvale Rd Glen Waverley",NO_MATCH_MANUAL_CHECK
10014768,-37.803499,144.963075,0.0,"11 Lincoln Square Carlton",NO_MATCH_MANUAL_CHECK
10014773,-33.89987,151.2011,0.0,"2 John St WATERLOO",NO_MATCH_MANUAL_CHECK
10014774,-32.1575,116.059722,0.0,"Churchman Brooke Community Centre 29 Waterwheel Rd N Bedfordale",NO_MATCH_MANUAL_CHECK
10014776,-37.444788,143.889936,0.0,"1500 Midland Hwy Creswick",NO_MATCH_MANUAL_CHECK
10014789,-22.367552,117.26628,0.0,"Drillers Office Eliwana Rail 66km NW TOM PRICE",NO_MATCH_MANUAL_CHECK
10014793,-38.3704,142.456305,0.0,"RSPCA 23 Braithwaite Street WARRNAMBOOL",NO_MATCH_MANUAL_CHECK
10014794,-36.366375,146.304067,0.0,"RSPCA 1 Connell Street WANGARATTA",NO_MATCH_MANUAL_CHECK
10014795,-38.31544,141.575594,0.0,"RSPCA 185 Darts Road PORTLAND NORTH",NO_MATCH_MANUAL_CHECK
10014796,-37.644672,144.975102,0.0,"RSPCA 20 Companion Place EPPING",NO_MATCH_MANUAL_CHECK
10014798,-23.360741,119.744191,0.0,"6 Arika Pl Newman",NO_MATCH_MANUAL_CHECK
10014803,-34.925883,138.595348,0.0,"116 Waymouth St ADELAIDE",NO_MATCH_MANUAL_CHECK
10014805,-16.918865,145.780314,0.0,"The Pier Pier Point Rd CAIRNS",NO_MATCH_MANUAL_CHECK
10014806,-33.876644,151.243264,0.0,"16 Cross St DOUBLE BAY",NO_MATCH_MANUAL_CHECK
10014809,-33.44142,151.43942,0.0,"Terrigal Hotel 176 Terrigal Drive TERRIGAL",NO_MATCH_MANUAL_CHECK
10014812,-38.180076,146.449958,0.0,"Australia Paper Off Morwell-Maryvale Rd Maryvale",NO_MATCH_MANUAL_CHECK
10014814,-38.019586,140.938563,0.0,"Donovans Rd DONOVANS",NO_MATCH_MANUAL_CHECK
10014816,-37.8331,144.9215,0.0,"351 Plummer Street PORT MELBOURNE",NO_MATCH_MANUAL_CHECK
10014817,-33.9534,150.999,0.0,"35 Anderson Avenue PANANIA",NO_MATCH_MANUAL_CHECK
10014818,-33.8864,150.9406,0.0,"53 Canley Vale Road CANLEY VALE",NO_MATCH_MANUAL_CHECK
10014819,-37.873153,145.024753,0.0,"67-77 Hawthorn Road CAULFIELD NORTH",NO_MATCH_MANUAL_CHECK
10014826,-37.7786,144.977,0.0,"11-15 Brunswick Road BRUNSWICK EAST",NO_MATCH_MANUAL_CHECK
10014827,-24.874082,129.085851,0.0,"ARRCS 24 Liru Street Kaltukatjara",NO_MATCH_MANUAL_CHECK
10014828,-33.69514,150.9827,0.0,"1 Larapinta Pl GLENHAVEN",NO_MATCH_MANUAL_CHECK
10014829,-27.574907,153.026127,0.0,"Supercheap Auto Acacia Ridge 1150 Beaudesert Road Acacia Ridge",NO_MATCH_MANUAL_CHECK
10014830,-31.79694,115.74443,0.0,"Supercheap Auto Whitford 37 Endeavour Road Hillarys",NO_MATCH_MANUAL_CHECK
10014831,-31.99329,115.911591,0.0,"Supercheap Auto Victoria Park 1021 Albany Highway St James",NO_MATCH_MANUAL_CHECK
10014832,-32.093133,115.783484,0.0,"Supercheap Auto Spearwood 68 Pheonix Road Hamilton Hill",NO_MATCH_MANUAL_CHECK
10014833,-31.90525,115.80879,0.0,"Supercheap Auto Osborne Park 470 Scarborough Beach Road Osborne Park",NO_MATCH_MANUAL_CHECK
10014834,-32.06413,115.79821,0.0,"Supercheap Auto O'Connor 382 South Street O'Connor",NO_MATCH_MANUAL_CHECK
10014835,-32.04436,115.815119,0.0,"Supercheap Auto Myaree 99 North Lake Road Myaree",NO_MATCH_MANUAL_CHECK
10014836,-31.870197,115.85639,0.0,"Supercheap Auto Mirrabooka 1 Chesterfield Road Mirrabooka",NO_MATCH_MANUAL_CHECK
10014837,-31.852556,115.88463,0.0,"Supercheap Auto Malaga 35 Exhibition Drive Malaga",NO_MATCH_MANUAL_CHECK
10014838,-28.757872,114.625455,0.0,"Supercheap Auto Geraldton 208 North West Coastal Highway Webberton",NO_MATCH_MANUAL_CHECK
10014839,-33.858239,121.891995,0.0,"Supercheap Auto Esperance 69 Windich Street Esperance",NO_MATCH_MANUAL_CHECK
10014840,-31.779169,115.968008,0.0,"Supercheap Auto Ellenbrook 9 Locke Lane Ellenbrook",NO_MATCH_MANUAL_CHECK
10014841,-32.126273,115.866262,0.0,"Supercheap Auto Cockburn 49 Armadale Road Jandakot",NO_MATCH_MANUAL_CHECK
10014842,-31.692794,115.719679,0.0,"Supercheap Auto Clarkson 61 Key Largo Drive Clarkson",NO_MATCH_MANUAL_CHECK
10014843,-32.06069,115.90729,0.0,"Supercheap Auto Canning Vale 192 Bannister Road Canning Vale",NO_MATCH_MANUAL_CHECK
10014844,-31.63959,115.694195,0.0,"Supercheap Auto Butler 8 Butler Boulevard Butler",NO_MATCH_MANUAL_CHECK
10014845,-33.652658,115.340236,0.0,"Supercheap Auto Busselton 13 Bussell Highway West Busselton",NO_MATCH_MANUAL_CHECK
10014846,-33.33816,115.647634,0.0,"Supercheap Auto Bunbury 175 Blair Street South Bunbury",NO_MATCH_MANUAL_CHECK
10014847,-32.33003,115.820881,0.0,"Supercheap Auto Baldivis 600 Baldivis Road Baldivis",NO_MATCH_MANUAL_CHECK
10014848,-31.86425,115.80711,0.0,"Supercheap Auto Balcatta Erindale Road (opp. Gibberd Rd) Balcatta",NO_MATCH_MANUAL_CHECK
10014849,-35.01661,117.87831,0.0,"Supercheap Auto Albany 160 Albany Highway Centennial Park",NO_MATCH_MANUAL_CHECK
10014850,-36.009231,146.004793,0.0,"Supercheap Auto Yarrawonga 12 Belmore Street Yarrawonga",NO_MATCH_MANUAL_CHECK
10014851,-37.824461,144.882109,0.0,"Supercheap Auto Yarraville 381-385 Williamstown Road Yarraville",NO_MATCH_MANUAL_CHECK
10014852,-37.69556,144.77845,0.0,"Supercheap Auto Watergardens 420 Melton Highway Taylors Lakes",NO_MATCH_MANUAL_CHECK
10014853,-38.38295,142.52315,0.0,"Supercheap Auto Warrnambool 84 Raglan Parade Warrnambool",NO_MATCH_MANUAL_CHECK
10014854,-38.16862,145.93095,0.0,"Supercheap Auto Warragul 1 Burke Street Warragul",NO_MATCH_MANUAL_CHECK
10014855,-36.352231,146.33291,0.0,"Supercheap Auto Wangaratta 14-24 Parfitt Road Wangaratta",NO_MATCH_MANUAL_CHECK
10014856,-38.199218,146.53558,0.0,"Supercheap Auto Traralgon 93 Princes Street Traralgon",NO_MATCH_MANUAL_CHECK
10014857,-37.69146,145.02968,0.0,"Supercheap Auto Thomastown 274 Settlement Road Thomastown",NO_MATCH_MANUAL_CHECK
10014858,-35.340359,143.558885,0.0,"Supercheap Auto Swan Hill 201 Beveridge Street Swan Hill",NO_MATCH_MANUAL_CHECK
10014859,-37.780683,144.828622,0.0,"Supercheap Auto Sunshine 143 Harvester Road Sunshine",NO_MATCH_MANUAL_CHECK
10014860,-37.580493,144.725874,0.0,"Supercheap Auto Sunbury 49-51 Horne Street Sunbury",NO_MATCH_MANUAL_CHECK
10014861,-37.65156,145.08583,0.0,"Supercheap Auto South Morang 797 Plenty Road South Morang",NO_MATCH_MANUAL_CHECK
10014862,-38.105508,147.067071,0.0,"Supercheap Auto Sale 84 Macarthur Street Sale",NO_MATCH_MANUAL_CHECK
10014863,-37.917266,145.23609,0.0,"Supercheap Auto Rowville 1-7 Fulham Road Rowville",NO_MATCH_MANUAL_CHECK
10014864,-37.81712,145.223934,0.0,"Supercheap Auto Ringwood 74-82 Maroondah Highway Ringwood",NO_MATCH_MANUAL_CHECK
10014865,-38.06002,145.45417,0.0,"Supercheap Auto Pakenham 3 Obrien Parade Pakenham",NO_MATCH_MANUAL_CHECK
10014866,-38.176391,146.258481,0.0,"Supercheap Auto Moe 60-70 George Street Moe",NO_MATCH_MANUAL_CHECK
10014867,-37.97602,145.06708,0.0,"Supercheap Auto Mentone 23 Nepean Highway Mentone",NO_MATCH_MANUAL_CHECK
10014868,-37.775799,144.881341,0.0,"Supercheap Auto Maribyrnong 98-108 Hampstead Road Maidstone",NO_MATCH_MANUAL_CHECK
10014869,-37.754624,145.36142,0.0,"Supercheap Auto Lilydale 447-449 Maroondah Highway Lilydale",NO_MATCH_MANUAL_CHECK
10014870,-37.870739,145.242742,0.0,"Supercheap Auto Knox City 509 Burwood Highway Wantirna South",NO_MATCH_MANUAL_CHECK
10014871,-36.804713,144.242586,0.0,"Supercheap Auto Kangaroo Flat 237 High Street Kangaroo Flat",NO_MATCH_MANUAL_CHECK
10014872,-36.71701,142.19558,0.0,"Supercheap Auto Horsham 107 Wilson Street Horsham",NO_MATCH_MANUAL_CHECK
10014873,-38.30712,145.184997,0.0,"Supercheap Auto Hastings 136 High Street Hastings",NO_MATCH_MANUAL_CHECK
10014874,-37.87193,145.148737,0.0,"Supercheap Auto Glen Waverley 643-645 High Street Road Glen Waverley",NO_MATCH_MANUAL_CHECK
10014875,-37.74531,144.92589,0.0,"Supercheap Auto Essendon 299-311 Pascoe Vale Road Essendon",NO_MATCH_MANUAL_CHECK
10014876,-36.14012,144.755072,0.0,"Supercheap Auto Echuca 192-196 Ogilvie Avenue Echuca",NO_MATCH_MANUAL_CHECK
10014877,-38.34105,143.588397,0.0,"Supercheap Auto Colac 74-84 Bromfield Street Colac",NO_MATCH_MANUAL_CHECK
10014878,-37.750659,144.777593,0.0,"Supercheap Auto Brimbank 28-72 Neale Road Deer Park",NO_MATCH_MANUAL_CHECK
10014879,-37.81852,145.16251,0.0,"Supercheap Auto Blackburn 214-218 Whitehorse Road Blackburn",NO_MATCH_MANUAL_CHECK
10014880,-36.75877,144.285932,0.0,"Supercheap Auto Bendigo 157-161 Lyttleton Terrace Bendigo",NO_MATCH_MANUAL_CHECK
10014881,-37.829,145.281924,0.0,"Supercheap Auto Bayswater 191 Canterbury Road Bayswater North",NO_MATCH_MANUAL_CHECK
10014882,-37.827083,147.628456,0.0,"Supercheap Auto Bairnsdale 215 Main Street Bairnsdale",NO_MATCH_MANUAL_CHECK
10014883,-37.67592,144.44142,0.0,"Supercheap Auto Bacchus Marsh 210 Main Street Bacchus Marsh",NO_MATCH_MANUAL_CHECK
10014884,-42.833851,147.469024,0.0,"Supercheap Auto Cambridge 66 Kennedy Drive (off Cambridge Park Dr) Cambridge",NO_MATCH_MANUAL_CHECK
10014885,-33.032778,137.529334,0.0,"Supercheap Auto Whyalla 130-134 Mcdouall Stuart Avenue Whyalla Norrie",NO_MATCH_MANUAL_CHECK
10014886,-34.17364,140.748629,0.0,"Supercheap Auto Renmark 85 Renmark Avenue Renmark",NO_MATCH_MANUAL_CHECK
10014887,-33.181495,138.011991,0.0,"Supercheap Auto Port Pirie 10 Main Road Port Pirie",NO_MATCH_MANUAL_CHECK
10014888,-34.72301,135.864372,0.0,"Supercheap Auto Port Lincoln 16 King Street Port Lincoln",NO_MATCH_MANUAL_CHECK
10014889,-34.847662,138.508324,0.0,"Supercheap Auto Port Adelaide 225-227 Commercial Road Port Adelaide",NO_MATCH_MANUAL_CHECK
10014890,-34.803696,138.651484,0.0,"Supercheap Auto Para Hills 450-452 Bridge Road Para Hills West",NO_MATCH_MANUAL_CHECK
10014891,-37.822731,140.761286,0.0,"Supercheap Auto Mount Gambier 249 Commercial Street West Mount Gambier",NO_MATCH_MANUAL_CHECK
10014892,-35.05393,138.848365,0.0,"Supercheap Auto Mount Barker Cnr Mt Barker Road & Follet Close Totness",NO_MATCH_MANUAL_CHECK
10014893,-34.986034,138.575315,0.0,"Supercheap Auto Melrose Park 1031-1037 South Road Melrose Park",NO_MATCH_MANUAL_CHECK
10014894,-35.01669,138.541332,0.0,"Supercheap Auto Marion 293-297 Digaonal Road Oaklands Park",NO_MATCH_MANUAL_CHECK
10014895,-34.855423,138.660722,0.0,"Supercheap Auto Holden Hill 578 North East Road Holden Hill",NO_MATCH_MANUAL_CHECK
10014896,-34.894079,138.657448,0.0,"Supercheap Auto Hectorville 60 Glynburn Road Hectorville",NO_MATCH_MANUAL_CHECK
10014897,-34.623247,138.736427,0.0,"Supercheap Auto Gawler 485 Main North Road Evanston",NO_MATCH_MANUAL_CHECK
10014898,-34.720844,138.6706,0.0,"Supercheap Auto Elizabeth 1 Philip Highway Elizabeth",NO_MATCH_MANUAL_CHECK
10014899,-35.025984,138.560065,0.0,"Supercheap Auto Darlington 1495 Main South Road Darlington",NO_MATCH_MANUAL_CHECK
100149,-38.235803,144.550457,0.0,"1660 Bellarine Hwy MARCUS HILL",NO_MATCH_MANUAL_CHECK
10014900,-27.43784,153.02451,0.0,"Supercheap Auto Windsor 142 Newmarket Road Windsor",NO_MATCH_MANUAL_CHECK
10014901,-28.211684,152.03638,0.0,"Supercheap Auto Warwick 20 Albion Street Warwick",NO_MATCH_MANUAL_CHECK
10014902,-27.58699,153.28397,0.0,"Supercheap Auto Victoria Point 349-369 Colburn Avenue Victoria Point",NO_MATCH_MANUAL_CHECK
10014903,-27.851,153.29888,0.0,"Supercheap Auto Upper Coomera 1-13 Coomera Grand Drive Upper Coomera",NO_MATCH_MANUAL_CHECK
10014904,-27.351046,153.04694,0.0,"Supercheap Auto Taigum 215 Church Road (Cnr Beams Rd) Taigum",NO_MATCH_MANUAL_CHECK
10014905,-26.572855,148.787175,0.0,"Supercheap Auto Roma 40-42 Quintin Street Roma",NO_MATCH_MANUAL_CHECK
10014906,-28.08398,153.38756,0.0,"Supercheap Auto Robina 550 Christine Avenue Robina",NO_MATCH_MANUAL_CHECK
10014907,-27.397848,153.05942,0.0,"Supercheap Auto Nundah 1443 Sandgate Road Nundah",NO_MATCH_MANUAL_CHECK
10014908,-26.62454,152.95998,0.0,"Supercheap Auto Nambour 1 Currie Street Nambour",NO_MATCH_MANUAL_CHECK
10014909,-27.530753,153.073948,0.0,"Supercheap Auto Mount Gravatt 1290 Logan Road Mount Gravatt",NO_MATCH_MANUAL_CHECK
10014910,-16.916185,145.743176,0.0,"Supercheap Auto Manunda 144 Anderson Street Manunda",NO_MATCH_MANUAL_CHECK
10014911,-26.702268,153.126844,0.0,"Supercheap Auto Kawana Waters 26 Nicklin Way Parrearra",NO_MATCH_MANUAL_CHECK
10014912,-27.250291,152.996249,0.0,"Supercheap Auto Kallangur 1441 Anzac Avenue Kallangur",NO_MATCH_MANUAL_CHECK
10014913,-17.524164,146.024208,0.0,"Supercheap Auto Innisfail 160-162 Edith Street Innisfail",NO_MATCH_MANUAL_CHECK
10014914,-18.649951,146.153682,0.0,"Supercheap Auto Ingham 82 Lannercost Street Ingham",NO_MATCH_MANUAL_CHECK
