SITE_ID,LATITUDE,LONGITUDE,SITE_NAME,NOTES
206094,-35.106793,150.087104,"Fire Station Braidwood Rd NERRIGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206098,-37.801725,144.965611,"Hutchison Site Carlton 2 138-146 Cardigan St CARLTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20610,-17.966709,145.93863,"Bruce Highway Hewitt Siding TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206100,-34.063221,151.015907,"Police Station 98-100 Caldarra Avenue ENGADINE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206112,-34.187125,150.991297,"Metropolitan Colliery Colliery Rd HELENSBURG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206117,-34.804393,138.988057,"SA Water Warren Pump Station Black Snake Rd BIRDWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206118,-33.28371,149.097553,"Orange 162 Summer Street ORANGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206119,-36.680134,149.83609,"Bega Communications Tower Bega Hospital McKee Drive BEGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20612,-17.928535,145.935288,"Bruce Highway TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206120,-34.876199,150.602406,"Nowra Level 1 47-53 Kinghorne Street NOWRA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206121,-33.430381,149.567168,"Bathurst GNAP Land Information Centre Panorama Ave BATHURST","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206124,-33.722821,150.70668,"PMP Site Laycock St CRANEBROOK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20613,-17.96943,145.940502,"Bruce Highway Hewitt Siding TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206130,-16.482735,145.464507,"106.3 The Breeze Studio cnr Grant & Macrossan Sts PORT DOUGLAS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206131,-33.760401,150.62095,"2 David St GLENBROOK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206136,-35.306353,149.20523,"40 Laverton Ave FAIRBAIRN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206138,-32.587967,151.781136,"Telstra Exchange 32 Grey St CLARENCETOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206139,-37.804711,145.015426,"102 Studley Park Rd VICTORIA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20614,-17.930267,145.934787,"Bruce Highway TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206143,-33.851359,150.933499,"Monopole 93 Victoria St SMITHFIELD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206144,-33.870298,151.064802,"EA HV Tower Strathfield Hudson Golf Course Centenary Drive STRATHFIELD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20615,-17.92666,145.936177,"Bruce Highway TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206158,-33.98575,150.89055,"Police Station 10 Brooks Rd MACQUARIE FIELDS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20616,-17.894281,146.091979,"Cassowary Drive WONGALING BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206161,-35.532081,144.965518,"State Water 8-20 Edwardes St DENILIQUIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206165,-27.493885,153.061348,"Access Education 347 Old Cleveland Road COORPAROO","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206167,-34.035603,151.102743,"Compound near Fire exit 14 rooftop carpark Westfield Miranda 600 The Kingsway MIRANDA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206169,-34.035395,151.100939,"Antennas above plant room in security carpark Westfield Miranda 600 The Kingsway MIRANDA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206173,-33.837564,150.988657,"Police Station 17-21 Memorial Ave MERRYLANDS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206178,-33.907321,150.866064,"Police Station 195 Wilson Rd GREEN VALLEY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206187,-16.979302,145.744438,"Trinity Anglican School Progress Road WHITE ROCK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206188,-16.789214,145.682984,"Trinity School Poolwood Road KEWARRA BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206192,-38.385146,142.479971,"AAPT Site Building C South West TAFE Timor St WARRNAMBOOL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206194,-33.954739,151.22109,"Huntsman Corporation Plant 16-20 Beauchamp Road BANKSMEADOW","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206195,-34.303287,150.909581,"Panorama House Bulli Lookout Princes Hwy BULLI BULLI-WOLLONGONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206198,-34.289197,150.943279,"Railway Station Site COLEDALE Between Middle Heights Rd & Railway St COLEDALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2062,-15.917199,132.383224,"Telstra Customer Gilnockie Homestead E of DELAMERE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20620,-17.932028,145.802414,"Dingo Pocket Road Jarra Creek TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20621,-18.061928,145.8535,"Dores Road Murray Upper TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206210,-33.317784,149.091807,"Ward 19 Bloomfield Hospital 1502 Forest Road ORANGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206211,-32.794017,151.584701,"Bloomfield Collieries CHPP Four Mile Creek Road ASHTONFIELD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
206212,-32.800318,151.574083,"Weather Station Tower Bloomfield Collieries Four Mile Creek Road ASHTONFIELD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20624,-18.149859,145.479696,"Met Bureau Flood Warning Station MURRAY SPRINGS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20627,-17.744265,139.548451,"Cnr Bowen & Beames Sts BURKETOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20629,-17.946906,145.920336,"Jarra Ck Road TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20632,-17.93451,145.925793,"Mitre 10 Butler & Still Streets TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20634,-17.997699,146.005314,"Opposite Hotel Lower Tully Road LOWER TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20637,-17.847987,146.049747,"Telstra Customer Pump Station JURS CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2064,-15.857229,133.930468,"Telstra Site 27 km W of Nutwood Dwns Hstead BULL HILL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20640,-17.772725,145.563431,"Powerlink Site 42 km NW of Tully TULLY FALLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20641,-17.766955,145.577625,"Powerlink Site 41 km NW of Tully TULLY FALLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20643,-17.864377,146.075142,"Telstra Radio Terminal FENBYS GAP","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20652,-17.934994,145.923373,"SES Building Bryant & Houston Streets TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20653,-17.863321,145.726905,"Telstra Customer Stoney Outstation STONEY CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20657,-17.935556,145.927014,"Traffic Tully Sugar Mill TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20659,-17.942111,145.753156,"Tully River Station Tully River TULLY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20670,-17.580298,146.033438,"Mill Site MOURILYAN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20675,-17.518207,146.033295,"1 Flying Fish Point Road INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2068,-15.820525,129.131488,"Parks & Wildlife Repeater KEEP RIVER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20688,-17.515142,146.084405,"Dickson Road INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20689,-17.52515,146.029914,"20A Owen Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2069,-15.795548,133.379689,"Telstra Repeater 8206 BIRDUM CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20694,-17.522684,146.024699,"3 Donald Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20697,-17.529208,146.046708,"4 Marjorie Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20700,-17.531336,146.038332,"42 Mary Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20708,-17.524528,146.032179,"8 Edith Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20719,-17.518646,146.030608,"Hospital Fitzgerald Esplanade INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2072,-15.764778,130.033699,"Telstra Site 10 km SSE of Auvergne BULLA RIVER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20720,-17.531357,146.042646,"Jodrell Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20722,-17.524472,146.008158,"14-16 Laurie Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20723,-17.512717,146.010624,"Lot 15 Clifford Street INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2073,-15.740003,131.917188,"Air Weapons Range No 1 DELAMERE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20731,-17.523469,146.031911,"Telstra Radio Terminal INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20734,-17.480874,146.004533,"Telstra Customer Darragee via INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20735,-17.437366,146.026633,"Telstra Customer Van Slooten via INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20737,-17.454997,145.904437,"Rural Fires Site Woopen Creek Rd Woopen Ck via MIRIWINNI","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2074,-15.755047,129.321818,"Telstra Radio Terminal BUBBLE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20741,-17.339599,145.920426,"Babinda Central Mill Bruce Highway BABINDA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20749,-17.529511,145.980294,"Paging Site Palmerston Highway PIN GIN HILL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20759,-17.091009,145.787708,"Gordon Street GORDONVALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2076,-15.738686,129.165507,"Telstra Site BUCKET SPRINGS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20766,-16.966645,145.727844,"12-14 Teal Close Bayview Heights CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20771,-16.927794,145.779939,"No 4 shed Main Wharf CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20772,-16.942686,145.755705,"278 Hartley Street Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20775,-16.997135,145.747737,"44 Mission Road White Rock CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20778,-16.972319,145.753913,"62 Hollywood Boulevard White Rock CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20780,-16.963719,145.737066,"9 Hayley Close Bayview Gardens CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20781,-16.962872,145.746274,"Vodafone Site Bruce Hwy Woree CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20783,-16.95538,145.747827,"Corner Bruce Highway & Portsmith Road Woree CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20791,-16.972154,145.712874,"Power Link Site 8.4 km SW of Cairns MT SHERIDAN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20799,-17.010748,145.742294,"Rural Fires Site Bruce Hwy EDMONTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20801,-17.022753,145.641607,"B&W Site LAMBS HEAD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20807,-16.914726,145.772694,"Calvary Hospital Upward Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20817,-16.935155,145.765801,"114 Buchan Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2082,-15.680118,132.748989,"Telstra Customer SW of Larrimah WESTERN CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20820,-16.916701,145.770522,"136 Sheridan Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20822,-16.934721,145.768733,"125 Hartley Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20832,-16.936776,145.735368,"14 Grevillea Street Mooroobool CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20835,-16.939712,145.755827,"141 Lyons Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20836,-16.919214,145.775153,"143 Lake Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20847,-16.925089,145.775256,"Rustys Pub Spence St CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20862,-16.895873,145.726723,"22 Sommerville Crescent Whitfield CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20865,-16.931773,145.759532,"227 Mulgrave Road CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20866,-16.938117,145.733011,"23 Lime Street Mooroobool CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20870,-16.90964,145.761067,"Defence Site 243 Sheridan St CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20876,-16.929462,145.751191,"258/282 Lyons St Westcourt CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20877,-24.890765,152.365824,"42 Avenell St BUNDABERG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20879,-16.911457,145.762576,"Defence Site 275 Sheridan St CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20885,-16.936972,145.752456,"12 Svendsen Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20893,-16.914888,145.750198,"55 Anderson Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20894,-16.935894,145.753683,"333 Mulgrave Road CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20898,-16.936234,145.75016,"364 Mulgrave Road CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20899,-16.917585,145.774741,"4 Florence Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20902,-16.921596,145.780442,"43 The Esplanade CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20903,-16.920333,145.771851,"44 Florence Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20906,-16.901978,145.734802,"45 Oxley Street Edge Hill CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20912,-16.909317,145.752403,"52/54 Macnamara Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20914,-16.946102,145.738122,"532 Mulgrave Road Earlville CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20917,-16.924124,145.692311,"6 Pelizzari Close Redlynch CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20919,-16.920169,145.77618,"4CA Studio 68 Abbott Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2092,-15.654752,132.673274,"Telstra Customer Homestead WESTERN CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20926,-16.937789,145.723907,"7 Forum Close Mooroobool CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20927,-16.93672,145.75565,"7 Hannam Street Bungalow CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20931,-16.928146,145.77241,"145 Bunda Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20933,-16.941517,145.76421,"8 Palmer Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20937,-16.923247,145.775409,"82 Grafton Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20944,-16.914535,145.719368,"9 Garland Close Kanimbla CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20947,-16.913834,145.708577,"9 Shale Street Brinsmead CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20952,-16.933009,145.769712,"96 Hartley Street Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20954,-16.939904,145.759103,"119 Brown Street BUNGALOW","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20962,-16.896246,145.714235,"Blue Hill Crescent Freshwater CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20968,-16.928726,145.778894,"Cairns Harbour CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20974,-16.926582,145.778542,"Corner Grafton & Hartley Streets CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20978,-16.916371,145.775876,"Corner Esplanade & Florence Streets CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20982,-16.932562,145.77502,"Corner Draper & Kenny Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20986,-16.921744,145.782554,"Corner Marlin Parade & Platypus Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20988,-16.914294,145.760961,"Council Depot 158a Martyn Street Parramatta Park CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20989,-16.874729,145.752396,"Cpa Operations Centre Airport CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2099,-15.646246,130.452877,"Site 6 Little Horse TIMBER CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20993,-16.921255,145.779412,"Esplanade CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
20994,-16.917228,145.767983,"Mcleod Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2100,-15.646109,130.473397,"Parks and Wildlife Service TIMBER CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21000,-16.92305,145.780292,"Hilton Marlin Parade CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21001,-16.934591,145.77726,"HMAS Cairns Draper Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21002,-16.846853,145.735592,"Airservices Inner Locator/NDB HOLLOWAYS BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21005,-16.87313,145.755579,"International Airport CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21007,-16.879598,145.755086,"Juhi Depot Airport CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2101,-15.645085,130.477867,"Police Station TIMBER CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21011,-16.901613,145.691105,"Lot 2 Robb Road REDLYNCH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21016,-16.873479,145.74452,"Meteorology Building Cairns Airport CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21021,-16.886485,145.699846,"QR Overheight Detector REDLYNCH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21022,-16.92213,145.779218,"Pacific Hotel The Esplanade CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21023,-16.940521,145.763935,"Palmer Street Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21025,-16.923969,145.781375,"Pier Masters Office CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21026,-16.93165,145.769204,"Plath Close CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21032,-16.920149,145.780358,"Shangri-La Pier Point Road CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21033,-16.942655,145.765564,"Rail Yards Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21037,-16.891256,145.731354,"RFDS Site Passive Repeater Mt Whitfield CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21045,-16.883759,145.748529,"State Government Airwing CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21047,-16.945209,145.739819,"Big W Stockland Earlville CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21052,-16.924848,145.780328,"Trinity Wharf Building CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21054,-16.914655,145.724062,"Whites Gap CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21057,-17.879282,141.585452,"Telstra Customer Hereford HAYDON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21058,-17.828003,141.498466,"Telstra Customer Timora HAYDON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21061,-16.94424,145.773629,"Masons Wharf Tingara Street CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21067,-15.637672,141.824001,"Telstra Site 2 km N of RUTLAND PLAINS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21072,-16.942688,145.771057,"37-39 Aumuller Street Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21079,-15.459591,145.249963,"5 Adelaide Street COOKTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21080,-16.931435,145.778407,"5 Dutton Street Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21084,-16.941785,145.771204,"60-92 Cook Street PORTSMITH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21086,-16.482469,145.37905,"8 Quaid Street MOSSMAN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2109,-15.582037,129.678151,"Telstra Radio Terminal SPENCER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21093,-14.898498,141.609437,"Airport EDWARD RIVER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21096,-18.870704,144.169999,"Airport NDB Kidston Mine KIDSTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21099,-18.309209,142.356114,"Telstra Customer ALEHVALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21107,-13.415821,142.920279,"Archer River Telegraph Station ARCHER RIVER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21109,-17.53061,141.633029,"Telstra Site Homestead ASHBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21110,-14.738842,143.032569,"Telstra Customer Astrea 17 km NW of CURLEW RANGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21119,-15.918461,145.361104,"AVCG Site Lot 3 Third Street AYTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21126,-14.263016,144.206946,"Telstra Site BATHURST HEADS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21127,-18.912312,141.82255,"Telstra Site BEACH HOLDING","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21132,-18.749057,143.943934,"Telstra Beverley Hills Repeater EINASLEIGH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21133,-18.771504,143.894088,"Telstra Customer Beverley Hills Station EINASLEIGH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21136,-15.925007,145.366234,"Bloomfield Lodge BLOOMFIELD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21141,-15.498453,153.11765,"Bureau Of Met Site BOUGAINVILLE REEF","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21142,-9.141859,143.876073,"AMSA Radar Site BRAMBLE CAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21144,-17.270706,145.919172,"Rural Fires Site Bruce Hwy BELLENDEN KER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21145,-17.744401,146.028366,"Bruce Highway SILKWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21146,-16.874536,143.4734,"Telstra Customer Bulimba Homestead BULIMBA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21147,-16.93917,145.779672,"Bulk Sugar Terminal CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21148,-17.678934,143.823496,"Telstra Site Bulleringa Homestead BULLERINGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21150,-16.017905,145.122547,"Telstra Site BURTWHISTLE MINE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21155,-15.747986,144.680968,"Telstra Site CAROLS BRIDGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21156,-10.74102,141.055273,"AMSA Radar Site Carpentaria Light TORRES STRAIT","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21157,-16.519881,145.420126,"Cassowary Creek Reservoir MOSSMAN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21161,-12.614288,143.444518,"Telstra Customer Chippendale CAPE WEYMOUTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21162,-18.376291,142.325405,"Telstra Site LONDON MINE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21165,-9.598519,143.764968,"Coast Guard Site DARNLEY ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21167,-9.375724,142.605558,"SES Site Coast Guard Station SAIBAI ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21169,-16.482435,145.464284,"Commonwealth Bank Macrossan Street PORT DOUGLAS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
2117,-15.473651,131.301478,"Telstra Radio Terminal 42 km SSE Delamere SULLIVAN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21170,-13.348829,141.73433,"Community Building AURUKUN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21176,-17.568959,145.920242,"Rural Fires Site Coorumba INNISFAIL","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21182,-16.946756,145.771172,"Corner Tingara & Liberty Streets Portsmith CAIRNS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21185,-18.204271,142.244107,"Council Office Lot 7 Aldridge Street CROYDON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21188,-14.059744,142.977366,"Telstra Customer Crystalvale 1 km W of MUDSPRING CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21190,-17.938808,143.590606,"Telstra Site Homestead DAGWORTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
21192,-16.50546,145.461666,"Davidson Street PORT DOUGLAS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
